Unnamed: 0,open,high,low,close,volume,marketCap,timestamp,crypto_name,date,price_change,high_low_ratio,open_close_ratio,volatility,volatility_30d,ma_7,ma_30,ma_ratio,volume_ma,volume_ratio,liquidity_ratio,rsi,bb_high,bb_low,atr
632,-0.7290260428922054,-0.7102895904427944,-0.7431792459356049,-0.7222198000209882,-0.46649349556506253,-0.777835339790795,2013-12-27T23:59:59.999Z,XRP,2013-12-27,1.414681007877922,0.7991131785930103,-1.5381653095205226,0.06479708089108405,0.1559538221387571,-0.7374987259989537,-0.7340716698852261,-1.4494721514285898,-0.506138045387464,11.270411936097117,-0.5570323657628139,0.20228146081042067,-0.6526651817995845,-0.8115559572146722,-0.4543969180588387
633,-0.7206593745192043,-0.7078253541600428,-0.7342793203844558,-0.7216110019363252,-0.46649512661498144,-0.7777246999763772,2013-12-28T23:59:59.999Z,XRP,2013-12-28,0.0661334399297525,-0.17913507139702206,0.12378486638471972,0.06587019626771767,0.1518874452695413,-0.7353325584505113,-0.734228239569038,-1.3300304886469676,-0.5061308135733765,4.551484805123513,-0.5572593886044327,0.2232136830417725,-0.6546973643318607,-0.8111563776004762,-0.4583660954684919
640,-0.7213081287123155,-0.7092562916470184,-0.7342841955014556,-0.7218399688287578,-0.4665232855959393,-0.7777663114355582,2013-12-29T23:59:59.999Z,XRP,2013-12-29,-0.08654885169538365,-0.3940312728814353,0.034714546305169194,0.06628686815225124,0.15147176572227142,-0.7332118008871278,-0.7345798658590621,-1.2050759010855965,-0.5061279506011586,0.21117349630913992,-0.5603918651542351,0.21435708226138617,-0.657932974199173,-0.8094136428541266,-0.4628120423585304
641,-0.7219932645655325,-0.7087183441853171,-0.7332571155631448,-0.7211910481678498,-0.46651812955497546,-0.7776483798935326,2013-12-30T23:59:59.999Z,XRP,2013-12-30,0.07284403134331156,-0.45191585225214226,-0.24777572135390127,0.06166681476469553,0.14499207450365004,-0.7317631664267258,-0.7355992808492561,-1.0880833205967608,-0.5061242876735843,0.33768067897221243,-0.5598386255387267,0.23990341241192412,-0.6645115987972448,-0.80297180793443,-0.4671316267974439
648,-0.7203359316302277,-0.7087491605750289,-0.7331497869409974,-0.721539047500778,-0.4665210593980727,-0.7777116234781278,2013-12-31T23:59:59.999Z,XRP,2013-12-31,-0.10775033598086932,-0.4707958309362881,0.17705533961433384,0.055318969791043414,0.12975507478360787,-0.7299300921555649,-0.7378540484363472,-0.8947718499084486,-0.5061210793086668,-0.20682268857978806,-0.5601524440008554,0.2243981037560458,-0.6684618187010403,-0.7994154764794432,-0.4712090293932248
652,-0.7211644662066039,-0.7085690093102794,-0.7337461203896692,-0.7225704747451365,-0.46652271294176434,-0.7778990694905183,2014-01-01T23:59:59.999Z,XRP,2014-01-01,-0.23172503854048496,-0.36389325589542204,0.22360213992506706,0.05391230839688948,0.12874421831662966,-0.7280401218245733,-0.7404951976690608,-0.6699617448587791,-0.5061181274896422,-0.5172295702984988,-0.5603062656613624,0.17574442454852984,-0.6711521308543558,-0.7971798061002933,-0.47462172435799876
656,-0.7221029526275751,-0.7045097157339005,-0.7348228477182741,-0.7178062872106185,-0.4664998364422682,-0.7770332497479251,2014-01-02T23:59:59.999Z,XRP,2014-01-02,0.8294149197115539,0.39991319112861085,-0.9439224890308073,0.0460270134381578,0.12804728250628505,-0.7263668685465049,-0.7423562040379882,-0.4834081616786855,-0.5061116264012397,0.5928778222616965,-0.5580156934548137,0.39448997724748774,-0.6740427485573599,-0.7940579244822886,-0.4751264681826313
657,-0.7173564737249701,-0.7055405132082913,-0.7322966113337471,-0.72074381621535,-0.4665125566174045,-0.7775671014358081,2014-01-03T23:59:59.999Z,XRP,2014-01-03,-0.5508374245670281,-0.11193571193735173,0.6338336456994803,0.03197820781009569,0.12148338668117369,-0.7261541608725657,-0.7452545956064329,-0.31869764029961334,-0.506114583707247,-0.007521793238771661,-0.5592405236468199,0.24272928317005754,-0.675732703439039,-0.7924494775255672,-0.47731987863580977
661,-0.7200518153489599,-0.7071631291353796,-0.7338055228925235,-0.7194013034567525,-0.4665219198445539,-0.7773231202282639,2014-01-04T23:59:59.999Z,XRP,2014-01-04,0.19525998214538007,-0.145360638335979,-0.21108280965090384,0.032446541868154696,0.12137555778741035,-0.7258357157636817,-0.7477759452412727,-0.15734528613112247,-0.5061187406539543,-0.42397999360927285,-0.5603109720574107,0.308948987913905,-0.6760861532338887,-0.7921539089264222,-0.47951924829207265
668,-0.7192045546191157,-0.7039141401626844,-0.7392700871090871,-0.7271578502693304,-0.4664765882927265,-0.7787327570199573,2014-01-05T23:59:59.999Z,XRP,2014-01-05,-1.408854074663064,1.1924817587848575,1.7465929922060774,0.05235829790682193,0.11539229678097683,-0.7266020888005597,-0.749360395687662,-0.11130676097709623,-0.5061114956072046,1.9831883846679745,-0.554595953052972,-0.09105920995096539,-0.675879844420338,-0.7911358502088263,-0.4772875775827236
669,-0.7266956032301396,-0.7096341324909522,-0.7410303831519012,-0.7258985319597226,-0.4664817759285786,-0.7785038939943998,2014-01-06T23:59:59.999Z,XRP,2014-01-06,0.20179330978058382,0.550022021800766,-0.26212506106605404,0.05305671537209072,0.1087024759885379,-0.727280495923762,-0.7500476752386641,-0.11268566147662991,-0.5061058553730872,1.1574263014779531,-0.5553542720881367,-0.021692403418377994,-0.6762017829604041,-0.787652987988515,-0.47744448227918657
